round,variable,country,lang_name,iso_639_3,iso_scope,iso_ref_name,iso_alpha2
5,Q103OTHER,26,mbamois,mis,S,Uncoded languages,CM
5,Q103OTHER,26,mbo,mbo,I,Mbo (Cameroon),CM
5,Q103OTHER,26,mboum,mdd,I,Mbum,CM
5,Q103OTHER,24,mina,gej,I,Gen,TG
5,Q103OTHER,20,nambya,nmq,I,Nambya,ZW
5,Q103OTHER,20,ndau,ndc,I,Ndau,ZW
5,Q103OTHER,20,nyanja,nya,I,Nyanja,ZW
5,Q103OTHER,1,peulh,fuh,I,Western Niger Fulfulde,BJ
5,Q103OTHER,1,peulh,ful,M,Fulah,BJ
5,Q103OTHER,6,pokot,pko,I,Pökoot,KE
5,Q103OTHER,6,pokot,kln,M,Kalenjin,KE
5,Q103OTHER,12,ronga,rng,I,Ronga,MZ
5,Q103OTHER,19,senga,nse,I,Nsenga,ZM
5,Q103OTHER,7,sethepu,xho,I,Xhosa,LS
5,Q103OTHER,16,shangaan,tso,I,Tsonga,ZA
5,Q103OTHER,22,sherbro,bun,I,Sherbro,SL
5,Q103OTHER,20,shona & ndebele,sna,I,Shona,ZW
5,Q103OTHER,16,siswati,ssw,I,Swati,ZA
5,Q103OTHER,6,somali,som,I,Somali,KE
5,Q103OTHER,8,standard english,eng,I,English,LR
5,Q103OTHER,6,swahili,swh,I,Swahili (individual language),KE
5,Q103OTHER,6,swahili,swa,M,Swahili (macrolanguage),KE
5,Q103OTHER,26,tikar,tik,I,Tikar,CM
5,Q103OTHER,16,tsonga,tso,I,Tsonga,ZA
5,Q103OTHER,19,tumbuka,tum,I,Tumbuka,ZM
5,Q103OTHER,6,turkana,tuv,I,Turkana,KE
5,Q103OTHER,12,xitsua,tsc,I,Tswa,MZ
5,Q103OTHER,26,yambassa,yav,I,Yangben,CM
5,Q116OTHER,27,aboure,abu,I,Abure,CI
5,Q116OTHER,27,ahizi,ahp,I,Aproumu Aizi,CI
5,Q116OTHER,24,anyanga,ayg,I,Ginyanga,TG
5,Q116OTHER,14,babur,bwr,I,Bura-Pabir,NG
5,Q116OTHER,14,bachama,bcy,I,Bacama,NG
5,Q116OTHER,14,bajju,kaj,I,Jju,NG
5,Q116OTHER,26,bandjoun,bbj,I,Ghomálá',CM
5,Q116OTHER,26,banen,tvu,I,Tunen,CM
5,Q116OTHER,14,bassa,bzw,I,Basa (Nigeria),NG
5,Q116OTHER,26,bassa,bas,I,Basa (Cameroon),CM
5,Q116OTHER,26,bayangam,mis,S,Uncoded languages,CM
5,Q116OTHER,1,boo,mis,S,Uncoded languages,BJ
5,Q116OTHER,14,burah,bwr,I,Bura-Pabir,NG
5,Q116OTHER,12,chitewe,twx,I,Tewe,MZ
5,Q116OTHER,5,dagaare,dga,I,Southern Dagaare,GH
5,Q116OTHER,27,dahomey,mis,S,Uncoded languages,CI
5,Q116OTHER,26,eton,eto,I,Eton (Cameroon),CM
5,Q116OTHER,5,frafra,gur,I,Farefare,GH
5,Q116OTHER,3,fulse,kfz,I,Koromfé,BF
5,Q116OTHER,14,izere,izr,I,Izere,NG
5,Q116OTHER,14,jaba,ldb,I,Dũya,NG
5,Q116OTHER,14,jarawa,jgk,I,Gwak,NG
5,Q116OTHER,14,jarawa,jjr,I,Bankal,NG
5,Q116OTHER,14,jukun,jbu,I,Jukun Takum,NG
5,Q116OTHER,17,kijita,jit,I,Jita,TZ
5,Q116OTHER,17,kiluri,kya,I,Kwaya,TZ
5,Q116OTHER,14,koro,ahs,I,Ashe,NG
5,Q116OTHER,14,koro,bqv,I,Koro Wachi,NG
5,Q116OTHER,14,koro,ldb,I,Dũya,NG
5,Q116OTHER,14,koro,yes,I,Nyankpa,NG
5,Q116OTHER,26,kotoko,mis,S,Uncoded languages,CM
5,Q116OTHER,26,mafa,maf,I,Mafa,CM
5,Q116OTHER,26,mbo,mbo,I,Mbo (Cameroon),CM
5,Q116OTHER,14,ngas,anc,I,Ngas,NG
5,Q116OTHER,26,ntoumou,fan,I,Fang (Equatorial Guinea),CM
5,Q116OTHER,26,nyem nyem,mis,S,Uncoded languages,CM
5,Q116OTHER,19,nyika,nkv,I,Nyika (Malawi and Zambia),ZM
5,Q116OTHER,14,ron,cla,I,Ron,NG
5,Q116OTHER,18,rufumbiira,kin,I,Kinyarwanda,UG
5,Q116OTHER,14,sayawa,say,I,Saya,NG
5,Q116OTHER,33,tamazight,zgh,I,Standard Moroccan Tamazight,MA
5,Q116OTHER,27,toura,neb,I,Toura (Côte d'Ivoire),CI
5,Q116OTHER,5,waale,wlx,I,Wali (Ghana),GH
5,Q116OTHER,27,wobe,wob,I,Wè Northern,CI
5,Q116OTHER,12,xitswa,tsc,I,Tswa,MZ
5,Q116OTHER,14,zuru,dri,I,C'Lela,NG
5,Q2OTHER,27,abidji,abi,I,Abidji,CI
5,Q2OTHER,26,abo,abb,I,Bankon,CM
5,Q2OTHER,27,aboure,abu,I,Abure,CI
5,Q2OTHER,24,adele,ade,I,Adele,TG
5,Q2OTHER,24,adja,ajg,I,Aja (Benin),TG
5,Q2OTHER,14,afizere,izr,I,Izere,NG
5,Q2OTHER,14,agbor,ikk,I,Ika,NG
5,Q2OTHER,26,aghem,agq,I,Aghem,CM
5,Q2OTHER,27,ahizi,ahp,I,Aproumu Aizi,CI
5,Q2OTHER,14,ahoada,mis,S,Uncoded languages,NG
5,Q2OTHER,5,akan,aka,M,Akan,GH
5,Q2OTHER,5,akan,fat,I,Fanti,GH
5,Q2OTHER,5,akan,twi,I,Twi,GH
5,Q2OTHER,24,akebou,keu,I,Akebu,TG
5,Q2OTHER,24,aklobo,mis,S,Uncoded languages,TG
5,Q2OTHER,14,akumazi,ikk,I,Ika,NG
5,Q2OTHER,5,akyode,acd,I,Gikyode,GH
5,Q2OTHER,14,alago,ala,I,Alago,NG
5,Q2OTHER,26,ambo-batibo,mis,S,Uncoded languages,CM
5,Q2OTHER,14,amoh,amo,I,Amo,NG
5,Q2OTHER,24,anago,mis,S,Uncoded languages,TG
5,Q2OTHER,14,anang,anw,I,Anaang,NG
5,Q2OTHER,14,andoni,ann,I,Obolo,NG
5,Q2OTHER,14,angas,anc,I,Ngas,NG
5,Q2OTHER,27,appolo,nzi,I,Nzima,CI
5,Q2OTHER,26,arabe choa,shu,I,Chadian Arabic,CM
5,Q2OTHER,26,arabe choa,ara,M,Arabic,CM
5,Q2OTHER,6,arabic,acx,I,Omani Arabic,KE
5,Q2OTHER,6,arabic,ara,M,Arabic,KE
5,Q2OTHER,18,aringa,luc,I,Aringa,UG
5,Q2OTHER,24,ashanti,mis,S,Uncoded languages,TG
5,Q2OTHER,6,asian south,guj,I,Gujarati,KE
5,Q2OTHER,14,attakar,kcg,I,Tyap,NG
5,Q2OTHER,14,auchi,ets,I,Yekhee,NG
5,Q2OTHER,14,awa,mis,S,Uncoded languages,NG
5,Q2OTHER,5,awutu,afu,I,Awutu,GH
5,Q2OTHER,5,ayigbe,mis,S,Uncoded languages,GH
5,Q2OTHER,26,babanjou,mis,S,Uncoded languages,CM
5,Q2OTHER,26,babis,mis,S,Uncoded languages,CM
5,Q2OTHER,26,baboute,vut,I,Vute,CM
5,Q2OTHER,26,babungo,bav,I,Vengo,CM
5,Q2OTHER,26,bachiotia,mis,S,Uncoded languages,CM
5,Q2OTHER,26,badenkop,mis,S,Uncoded languages,CM
5,Q2OTHER,15,badiaranke,mis,S,Uncoded languages,SN
5,Q2OTHER,26,badjoue,ozm,I,Koonzime,CM
5,Q2OTHER,26,bafanji,bfj,I,Bafanji,CM
5,Q2OTHER,26,bafmen,bfm,I,Mmen,CM
5,Q2OTHER,26,bafo,bwt,I,Bafaw-Balong,CM
5,Q2OTHER,26,bafounda,mis,S,Uncoded languages,CM
5,Q2OTHER,26,bafoussam,mis,S,Uncoded languages,CM
5,Q2OTHER,24,bago,bqg,I,Bago-Kusuntu,TG
5,Q2OTHER,14,bagwom,mis,S,Uncoded languages,NG
5,Q2OTHER,26,baham,bbj,I,Ghomálá',CM
5,Q2OTHER,14,bajju,kaj,I,Jju,NG
5,Q2OTHER,14,bakamuka,mis,S,Uncoded languages,NG
5,Q2OTHER,26,bakassi,mis,S,Uncoded languages,CM
5,Q2OTHER,18,bakenyi,lke,I,Kenyi,UG
5,Q2OTHER,26,bakoko,bkh,I,Bakoko,CM
5,Q2OTHER,26,bakossi,bss,I,Akoose,CM
5,Q2OTHER,27,bakwe,bjw,I,Bakwé,CI
5,Q2OTHER,26,bakweri,bri,I,Mokpwe,CM
5,Q2OTHER,15,balante,bjt,I,Balanta-Ganja,SN
5,Q2OTHER,26,balati,mis,S,Uncoded languages,CM
5,Q2OTHER,26,bali,mhk,I,Mungaka,CM
5,Q2OTHER,26,balikumbat,bqt,I,Bamukumbit,CM
5,Q2OTHER,26,balinyongya,mhk,I,Mungaka,CM
5,Q2OTHER,26,balong,bwt,I,Bafaw-Balong,CM
5,Q2OTHER,26,bambili,baw,I,Bambili-Bambui,CM
5,Q2OTHER,26,bamedjou,mis,S,Uncoded languages,CM
5,Q2OTHER,26,bameka,bbj,I,Ghomálá',CM
5,Q2OTHER,26,bamenda,mfd,I,Mendankwe-Nkwen,CM
5,Q2OTHER,26,bamendjou,mis,S,Uncoded languages,CM
5,Q2OTHER,26,bamessing,ndb,I,Kenswei Nsei,CM
5,Q2OTHER,26,bamumbu,mnf,I,Mundani,CM
5,Q2OTHER,5,banda,nfr,I,Nafaanra,GH
5,Q2OTHER,26,banen,tvu,I,Tunen,CM
5,Q2OTHER,26,bangou,mis,S,Uncoded languages,CM
5,Q2OTHER,26,banossi,mis,S,Uncoded languages,CM
5,Q2OTHER,26,bapa,bbw,I,Baba,CM
5,Q2OTHER,26,bapoukou,mis,S,Uncoded languages,CM
5,Q2OTHER,13,barakwena,xuu,I,Kxoe,NA
5,Q2OTHER,14,basange,mis,S,Uncoded languages,NG
5,Q2OTHER,5,basare,bud,I,Ntcham,GH
5,Q2OTHER,28,bassano foula,fuf,I,Pular,GN
5,Q2OTHER,28,bassano foula,ful,M,Fulah,GN
5,Q2OTHER,24,bassar,bud,I,Ntcham,TG
5,Q2OTHER,26,batcham,nnh,I,Ngiemboon,CM
5,Q2OTHER,26,batibo,mgo,I,Meta',CM
5,Q2OTHER,26,batie,bbj,I,Ghomálá',CM
5,Q2OTHER,26,batomow,mis,S,Uncoded languages,CM
5,Q2OTHER,5,battor,mis,S,Uncoded languages,GH
5,Q2OTHER,26,baya,gya,I,Northwest Gbaya,CM
5,Q2OTHER,26,baya,gba,M,Gbaya (Central African Republic),CM
5,Q2OTHER,15,bayotte,bda,I,Bayot,SN
5,Q2OTHER,28,beka,mis,S,Uncoded languages,GN
5,Q2OTHER,26,bengwi,mis,S,Uncoded languages,CM
5,Q2OTHER,26,bikom,bkm,I,Kom (Cameroon),CM
5,Q2OTHER,14,bille,bil,I,Bile,NG
5,Q2OTHER,5,bimoba,bim,I,Bimoba,GH
5,Q2OTHER,5,birifori,biv,I,Southern Birifor,GH
5,Q2OTHER,14,birom,bom,I,Berom,NG
5,Q2OTHER,12,bitonga,toh,I,Gitonga,MZ
5,Q2OTHER,26,bobis,mis,S,Uncoded languages,CM
5,Q2OTHER,3,bobo,bbo,I,Northern Bobo Madaré,BF
5,Q2OTHER,3,bobo,bwq,I,Southern Bobo Madaré,BF
5,Q2OTHER,20,bocha,mxc,I,Manyika,ZW
5,Q2OTHER,14,bogobara,mis,S,Uncoded languages,NG
5,Q2OTHER,14,bole,bol,I,Bole,NG
5,Q2OTHER,3,bolon,bof,I,Bolon,BF
5,Q2OTHER,26,bongken,bvg,I,Bonkeng,CM
5,Q2OTHER,1,boo,mis,S,Uncoded languages,BJ
5,Q2OTHER,6,borana,gax,I,Borana-Arsi-Guji Oromo,KE
5,Q2OTHER,6,borana,orm,M,Oromo,KE
5,Q2OTHER,14,borom,mis,S,Uncoded languages,NG
5,Q2OTHER,26,bouda,mis,S,Uncoded languages,CM
5,Q2OTHER,5,buile,mis,S,Uncoded languages,GH
5,Q2OTHER,5,builsa,bwu,I,Buli (Ghana),GH
5,Q2OTHER,20,buja,sna,I,Shona,ZW
5,Q2OTHER,16,bulgarian,bul,I,Bulgarian,ZA
5,Q2OTHER,26,bum,mdd,I,Mbum,CM
5,Q2OTHER,14,bura,bwr,I,Bura-Pabir,NG
5,Q2OTHER,5,busanga,mis,S,Uncoded languages,GH
5,Q2OTHER,5,chamba,bud,I,Ntcham,GH
5,Q2OTHER,14,chamba,ccg,I,Samba Daka,NG
5,Q2OTHER,14,chawai,cch,I,Atsam,NG
5,Q2OTHER,12,chechewa,nya,I,Nyanja,MZ
5,Q2OTHER,20,chewa,nya,I,Nyanja,ZW
5,Q2OTHER,12,chibarue,bwg,I,Barwe,MZ
5,Q2OTHER,12,chibaure,bwg,I,Barwe,MZ
5,Q2OTHER,14,chibok,ckl,I,Cibak,NG
5,Q2OTHER,12,chiburue,bwg,I,Barwe,MZ
5,Q2OTHER,12,chichewa,nya,I,Nyanja,MZ
5,Q2OTHER,12,chigorongozi,mis,S,Uncoded languages,MZ
5,Q2OTHER,20,chikunda,kdn,I,Kunda,ZW
5,Q2OTHER,10,chilambya,lai,I,Lambya,MW
5,Q2OTHER,12,chimanica,mxc,I,Manyika,MZ
5,Q2OTHER,12,chimarenge,mis,S,Uncoded languages,MZ
5,Q2OTHER,5,chimullu,ncu,I,Chumburung,GH
5,Q2OTHER,10,chinamwanga,mwn,I,Nyamwanga,MW
5,Q2OTHER,10,chindali,ndh,I,Ndali,MW
5,Q2OTHER,10,chindalii,ndh,I,Ndali,MW
5,Q2OTHER,10,chindebele,nde,I,North Ndebele,MW
5,Q2OTHER,16,chinese,cmn,I,Mandarin Chinese,ZA
5,Q2OTHER,16,chinese,zho,M,Chinese,ZA
5,Q2OTHER,12,chingoni,ngo,I,Ngoni,MZ
5,Q2OTHER,12,chingozi,mis,S,Uncoded languages,MZ
5,Q2OTHER,12,chinhungue,mxc,I,Manyika,MZ
5,Q2OTHER,10,chinyakyusa,nyy,I,Nyakyusa-Ngonde,MW
5,Q2OTHER,10,chinyika,nkv,I,Nyika (Malawi and Zambia),MW
5,Q2OTHER,12,chitawala,twl,I,Tawara,MZ
5,Q2OTHER,20,chitawala,mis,S,Uncoded languages,ZW
5,Q2OTHER,12,chitewe,twx,I,Tewe,MZ
5,Q2OTHER,12,chitswa,tsc,I,Tswa,MZ
5,Q2OTHER,5,chokosi,cko,I,Anufo,GH
5,Q2OTHER,12,cicoti,eko,I,Koti,MZ
5,Q2OTHER,26,daba,dbq,I,Daba,CM
5,Q2OTHER,3,dafing,rkm,I,Marka,BF
5,Q2OTHER,11,dafing,rkm,I,Marka,ML
5,Q2OTHER,5,dagaare,dga,I,Southern Dagaare,GH
5,Q2OTHER,5,dagomba,dag,I,Dagbani,GH
5,Q2OTHER,14,delta,mis,S,Uncoded languages,NG
5,Q2OTHER,15,diahanke,mlq,I,Western Maninkakan,SN
5,Q2OTHER,15,diahanke,man,M,Mandingo,SN
5,Q2OTHER,5,dibebi,mis,S,Uncoded languages,GH
5,Q2OTHER,26,dii,dur,I,Dii,CM
5,Q2OTHER,6,dinka,mis,S,Uncoded languages,KE
5,Q2OTHER,26,djanch,mis,S,Uncoded languages,CM
5,Q2OTHER,26,djem,njy,I,Njyem,CM
5,Q2OTHER,27,djimini,dyi,I,Djimini Senoufo,CI
5,Q2OTHER,3,dogosse,dos,I,Dogosé,BF
5,Q2OTHER,20,dombe,dov,I,Dombe,ZW
5,Q2OTHER,26,dschang,ybb,I,Yemba,CM
5,Q2OTHER,26,du,mis,S,Uncoded languages,CM
5,Q2OTHER,27,ebrie,ebr,I,Ebrié,CI
5,Q2OTHER,14,egbueuakaa,mis,S,Uncoded languages,NG
5,Q2OTHER,14,eggon,ego,I,Eggon,NG
5,Q2OTHER,27,ehotile,mis,S,Uncoded languages,CI
5,Q2OTHER,14,ejagam,etu,I,Ejagham,NG
5,Q2OTHER,26,ejagam,etu,I,Ejagham,CM
5,Q2OTHER,14,ekpeye,ekp,I,Ekpeye,NG
5,Q2OTHER,14,eleme,elm,I,Eleme,NG
5,Q2OTHER,12,english,eng,I,English,MZ
5,Q2OTHER,26,esimbi,ags,I,Esimbi,CM
5,Q2OTHER,26,esu,mis,S,Uncoded languages,CM
5,Q2OTHER,14,etsako,ets,I,Yekhee,NG
5,Q2OTHER,14,ezi delta igbo,ibo,I,Igbo,NG
5,Q2OTHER,14,fakun,mis,S,Uncoded languages,NG
5,Q2OTHER,5,fante,fat,I,Fanti,GH
5,Q2OTHER,5,fante,aka,M,Akan,GH
5,Q2OTHER,1,fodo,mis,S,Uncoded languages,BJ
5,Q2OTHER,24,fon,fon,I,Fon,TG
5,Q2OTHER,26,foulbe,mis,S,Uncoded languages,CM
5,Q2OTHER,5,frafra,gur,I,Farefare,GH
5,Q2OTHER,5,fulani,ffm,I,Maasina Fulfulde,GH
5,Q2OTHER,5,fulani,ful,M,Fulah,GH
5,Q2OTHER,27,gagou,ggu,I,Gagu,CI
5,Q2OTHER,20,garwe,ndc,I,Ndau,ZW
5,Q2OTHER,14,gbagyi,gbr,I,Gbagyi,NG
5,Q2OTHER,14,gbile,mis,S,Uncoded languages,NG
5,Q2OTHER,14,geum,mis,S,Uncoded languages,NG
5,Q2OTHER,26,ghomala,mis,S,Uncoded languages,CM
5,Q2OTHER,6,giriama,nyf,I,Giryama,KE
5,Q2OTHER,26,gizzigare,mis,S,Uncoded languages,CM
5,Q2OTHER,27,gniaboua,mis,S,Uncoded languages,CI
5,Q2OTHER,19,goba,sna,I,Shona,ZM
5,Q2OTHER,5,gonja,gjn,I,Gonja,GH
5,Q2OTHER,26,gouife,mis,S,Uncoded languages,CM
5,Q2OTHER,24,gourma,gux,I,Gourmanchéma,TG
5,Q2OTHER,5,gruni,gur,I,Farefare,GH
5,Q2OTHER,5,guan,gwx,I,Gua,GH
5,Q2OTHER,6,gujrathi,guj,I,Gujarati,KE
5,Q2OTHER,5,guruma,bim,I,Bimoba,GH
5,Q2OTHER,14,gwandara,gwn,I,Gwandara,NG
5,Q2OTHER,14,gwari,gbr,I,Gbagyi,NG
5,Q2OTHER,14,gwoza,mis,S,Uncoded languages,NG
5,Q2OTHER,6,"half taita, half zai",dav,I,Taita,KE
5,Q2OTHER,5,hanga,hag,I,Hanga,GH
5,Q2OTHER,3,haoussa,hau,I,Hausa,BF
5,Q2OTHER,24,haoussa,hau,I,Hausa,TG
5,Q2OTHER,33,hassaniya,mey,I,Hassaniyya,MA
5,Q2OTHER,14,higgi,hig,I,Kamwe,NG
5,Q2OTHER,26,hina,hna,I,Mina (Cameroon),CM
5,Q2OTHER,20,hindi,hin,I,Hindi,ZW
5,Q2OTHER,6,hindu,hin,I,Hindi,KE
5,Q2OTHER,1,houssa,hau,I,Hausa,BJ
5,Q2OTHER,20,hwesa,sna,I,Shona,ZW
5,Q2OTHER,14,ibaji,igl,I,Igala,NG
5,Q2OTHER,14,ibie,mis,S,Uncoded languages,NG
5,Q2OTHER,14,ijaw,ijs,I,Southeast Ijo,NG
5,Q2OTHER,14,ika,ikk,I,Ika,NG
5,Q2OTHER,14,ikom,iko,I,Olulumo-Ikom,NG
5,Q2OTHER,14,ikpena,mis,S,Uncoded languages,NG
5,Q2OTHER,6,indian,guj,I,Gujarati,KE
5,Q2OTHER,14,irigwe,iri,I,Irigwe,NG
5,Q2OTHER,30,isizulu,zul,I,Zulu,SZ
5,Q2OTHER,14,isoko,iso,I,Isoko,NG
5,Q2OTHER,14,izere,izr,I,Izere,NG
5,Q2OTHER,14,jaba,ldb,I,Dũya,NG
5,Q2OTHER,14,jaja,mis,S,Uncoded languages,NG
5,Q2OTHER,14,jarawa,jgk,I,Gwak,NG
5,Q2OTHER,14,jarawa,jjr,I,Bankal,NG
5,Q2OTHER,14,jenjo,jen,I,Dza,NG
5,Q2OTHER,20,jindwi,mxc,I,Manyika,ZW
5,Q2OTHER,26,jukum,mis,S,Uncoded languages,CM
5,Q2OTHER,14,jukun,jbu,I,Jukun Takum,NG
5,Q2OTHER,14,kadara,kad,I,Adara,NG
5,Q2OTHER,14,kagoma,kdm,I,Kagoma,NG
5,Q2OTHER,28,kakabhe,kke,I,Kakabe,GN
5,Q2OTHER,18,kakwa,keo,I,Kakwa,UG
5,Q2OTHER,14,kalabari,ijn,I,Kalabari,NG
5,Q2OTHER,24,kamboli,mis,S,Uncoded languages,TG
5,Q2OTHER,26,kambu,mis,S,Uncoded languages,CM
5,Q2OTHER,26,kangyang,mis,S,Uncoded languages,CM
5,Q2OTHER,5,kanjaga,bwu,I,Buli (Ghana),GH
5,Q2OTHER,26,kanouri,knc,I,Central Kanuri,CM
5,Q2OTHER,26,kanouri,kau,M,Kanuri,CM
5,Q2OTHER,14,karekare,kai,I,Karekare,NG
5,Q2OTHER,14,karmo,mis,S,Uncoded languages,NG
5,Q2OTHER,5,kasena,xsm,I,Kasem,GH
5,Q2OTHER,14,kataf,kcg,I,Tyap,NG
5,Q2OTHER,13,kavango,mis,S,Uncoded languages,NA
5,Q2OTHER,18,kebu,ndp,I,Ndo,UG
5,Q2OTHER,18,kebu.,nbp,I,Nnam,UG
5,Q2OTHER,6,kenyan,swh,I,Swahili (individual language),KE
5,Q2OTHER,6,kenyan,swa,M,Swahili (macrolanguage),KE
5,Q2OTHER,26,keyka,mis,S,Uncoded languages,CM
5,Q2OTHER,14,khana,ogo,I,Khana,NG
5,Q2OTHER,17,kiarusha,mis,S,Uncoded languages,TZ
5,Q2OTHER,17,kibena,bez,I,Bena (Tanzania),TZ
5,Q2OTHER,17,kibende,bdp,I,Bende,TZ
5,Q2OTHER,17,kibondei,bou,I,Bondei,TZ
5,Q2OTHER,17,kibunga,mis,S,Uncoded languages,TZ
5,Q2OTHER,17,kibungu,wun,I,Bungu,TZ
5,Q2OTHER,17,kidoe,doe,I,Doe,TZ
5,Q2OTHER,17,kifipa,fip,I,Fipa,TZ
5,Q2OTHER,17,kigindo,mis,S,Uncoded languages,TZ
5,Q2OTHER,17,kigunya,mis,S,Uncoded languages,TZ
5,Q2OTHER,17,kigweno,gwe,I,Gweno,TZ
5,Q2OTHER,17,kiha,haq,I,Ha,TZ
5,Q2OTHER,17,kihangaza,han,I,Hangaza,TZ
5,Q2OTHER,17,kiikizu,ikz,I,Ikizu,TZ
5,Q2OTHER,17,kiiraq,irk,I,Iraqw,TZ
5,Q2OTHER,17,kijaluo,mis,S,Uncoded languages,TZ
5,Q2OTHER,17,kijita,jit,I,Jita,TZ
5,Q2OTHER,17,kikagulu,kki,I,Kagulu,TZ
5,Q2OTHER,17,kikaguru,mis,S,Uncoded languages,TZ
5,Q2OTHER,17,kikahe,hka,I,Kahe,TZ
5,Q2OTHER,17,kikala,mis,S,Uncoded languages,TZ
5,Q2OTHER,17,kikamba,mis,S,Uncoded languages,TZ
5,Q2OTHER,17,kikerewe,ked,I,Kerewe,TZ
5,Q2OTHER,17,kikiizu,mis,S,Uncoded languages,TZ
5,Q2OTHER,17,kikinga,zga,I,Kinga,TZ
5,Q2OTHER,17,kikisi,kiz,I,Kisi,TZ
5,Q2OTHER,17,kikutu,kdc,I,Kutu,TZ
5,Q2OTHER,17,kikwaya,kya,I,Kwaya,TZ
5,Q2OTHER,17,kilongo,mis,S,Uncoded languages,TZ
5,Q2OTHER,17,kiluri,kya,I,Kwaya,TZ
5,Q2OTHER,17,kimakua,mgh,I,Makhuwa-Meetto,TZ
5,Q2OTHER,17,kimakunduchi,mis,S,Uncoded languages,TZ
5,Q2OTHER,17,kimalila,mgq,I,Malila,TZ
5,Q2OTHER,17,kimambwe,mgr,I,Mambwe-Lungu,TZ
5,Q2OTHER,17,kimanda,mgs,I,Manda (Tanzania),TZ
5,Q2OTHER,17,kimatengo,mgv,I,Matengo,TZ
5,Q2OTHER,17,kimatumbi,mgw,I,Matumbi,TZ
5,Q2OTHER,17,kimbulu,mis,S,Uncoded languages,TZ
5,Q2OTHER,17,kimdale,mis,S,Uncoded languages,TZ
5,Q2OTHER,12,kimuani,wmw,I,Mwani,MZ
5,Q2OTHER,17,kimuwanji,wbi,I,Vwanji,TZ
5,Q2OTHER,17,kimwera,mwe,I,Mwera (Chimwera),TZ
5,Q2OTHER,17,kinata,ntk,I,Ikoma-Nata-Isenye,TZ
5,Q2OTHER,17,kindali,ndh,I,Ndali,TZ
5,Q2OTHER,17,kindamba,ndj,I,Ndamba,TZ
5,Q2OTHER,17,kindendeule,dne,I,Ndendeule,TZ
5,Q2OTHER,17,kindengereko,ndg,I,Ndengereko,TZ
5,Q2OTHER,17,kingindo,nnq,I,Ngindo,TZ
5,Q2OTHER,17,kinguu,ngp,I,Ngulu,TZ
5,Q2OTHER,17,kinyagatwa,mis,S,Uncoded languages,TZ
5,Q2OTHER,17,kinyambo,now,I,Nyambo,TZ
